t,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20
340001.0,9.081500000000005,17.213899999999967,25.917899999999975,34.10500000000002,42.33929999999998,50.363200000000006,58.51909999999998,66.55150000000003,74.63810000000001,82.65590000000003,90.7921,99.15969999999999,107.57159999999999,116.03240000000005,124.54450000000003,133.0849,141.7785,150.35070000000002,159.13170000000002,167.9755
340100.0,9.066899999999976,17.186199999999985,25.877700000000004,34.052599999999984,42.271799999999985,50.281499999999994,58.423100000000034,66.44150000000002,74.51739999999995,82.51310000000001,90.63279999999997,98.9846,107.38070000000005,115.8247,124.31869999999998,132.8388,141.50960000000003,150.06449999999995,158.8261,167.64819999999997
341001.0,9.045799999999986,17.145699999999977,25.81790000000001,33.974199999999996,42.172000000000025,50.158799999999985,58.278700000000015,66.27539999999999,74.33839999999998,82.29840000000002,90.39430000000004,98.72129999999999,107.09289999999999,115.51240000000001,123.98060000000004,132.4751,141.12,149.6409,158.3757,167.16840000000002
341100.0,9.031299999999987,17.118100000000027,25.77789999999999,33.922000000000025,42.10480000000001,50.07740000000001,58.183100000000024,66.16500000000002,74.2115,82.15640000000002,90.23580000000004,98.54700000000003,106.90289999999999,115.30579999999998,123.75600000000003,132.2307,140.85309999999998,149.4309,158.07189999999997,166.84320000000002
342001.0,9.01030000000003,17.077699999999993,25.7183,33.843999999999994,42.005499999999984,49.955299999999966,58.0394,65.9998,74.03199999999998,81.9427,89.99849999999998,98.28500000000003,106.6166,114.995,123.41949999999997,131.86879999999996,140.4653,149.0265,157.62370000000004,166.3659
342100.0,8.995800000000031,17.050299999999993,25.67840000000001,33.79200000000003,41.93860000000001,49.874300000000005,57.94419999999997,65.88929999999999,73.90390000000002,81.8014,89.84069999999997,98.11149999999998,106.42750000000001,114.78950000000003,123.19629999999995,131.62600000000003,140.20030000000003,148.80380000000002,157.3216,166.0485
343001.0,8.974899999999991,17.010099999999966,25.619100000000003,33.71429999999998,41.83969999999999,49.752700000000004,57.801199999999994,65.72500000000002,73.72370000000001,81.58870000000002,89.60450000000003,97.85079999999999,106.14249999999998,114.4801,122.86149999999998,131.26599999999996,139.81439999999998,148.39369999999997,156.8757,165.57600000000002
343100.0,8.960500000000025,16.982700000000023,25.579399999999964,33.662499999999966,41.773199999999974,49.67199999999997,57.706399999999974,65.6148,73.59609999999998,81.44820000000004,89.44749999999999,97.67809999999997,105.95429999999999,114.27570000000003,122.63940000000002,131.0247,139.55109999999996,148.1363,156.5752,165.2611
344001.0,8.939700000000016,16.942700000000002,25.520399999999995,33.58510000000001,41.674800000000005,49.55090000000001,57.56400000000002,65.45120000000003,73.41540000000003,81.2364,89.21250000000003,97.41860000000003,105.67080000000004,113.96780000000001,122.30620000000005,130.66649999999998,139.16719999999998,147.74030000000005,156.13150000000002,164.7901
344100.0,8.925299999999993,16.91550000000001,25.480800000000045,33.53359999999998,41.608600000000024,49.47059999999999,57.469600000000014,65.3415,73.28859999999997,81.09679999999997,89.05619999999999,97.24669999999998,105.48339999999996,113.7645,122.08530000000002,130.4266,138.9056,147.4601,155.8327,164.47480000000002
345001.0,8.90459999999996,16.875599999999963,25.422000000000025,33.456500000000005,41.51060000000001,49.3501,57.3279,65.17860000000002,73.10749999999996,80.88599999999997,88.82229999999998,96.98849999999999,105.20120000000003,113.4581,121.75379999999996,130.0702,138.5236,147.0639,155.39120000000003,164.00879999999995
345100.0,8.890299999999968,16.8485,25.382599999999968,33.405200000000036,41.44470000000001,49.27009999999996,57.23400000000004,65.06940000000003,72.98149999999998,80.74700000000001,88.66669999999999,96.81739999999996,105.01479999999998,113.25569999999999,121.53399999999999,129.8318,138.26370000000003,146.7792,155.09400000000005,163.69819999999999
346001.0,8.869600000000048,16.808699999999988,25.324099999999987,33.32850000000002,41.34719999999999,49.15010000000001,57.09280000000001,64.90729999999996,72.80039999999997,80.53719999999998,88.43400000000003,96.56050000000005,104.73400000000004,112.95080000000002,121.20420000000001,129.47720000000004,137.8836,146.38280000000003,154.65479999999997,163.23340000000002
346100.0,8.855400000000031,16.7817,25.28480000000002,33.2774,41.281600000000026,49.07049999999998,56.999300000000005,64.7987,72.67490000000004,80.39889999999997,88.29309999999998,96.3902,104.54840000000002,112.74949999999995,120.98560000000003,129.24009999999998,137.6254,146.09840000000003,154.3592,162.92180000000002
347001.0,8.834799999999973,16.74219999999997,25.226499999999987,33.200999999999965,41.18449999999996,48.95100000000002,56.858799999999974,64.6372,72.49400000000003,80.19,88.06060000000002,96.1345,104.26889999999997,112.44600000000003,120.6574,128.8872,137.24720000000002,145.70190000000002,153.9223,162.45979999999997
347100.0,8.820600000000013,16.715300000000013,25.18739999999997,33.15020000000004,41.11930000000001,48.871699999999976,56.76580000000001,64.5292,72.3691,80.05240000000003,87.9246,95.9649,104.08429999999998,112.2457,120.43989999999997,128.6515,136.9907,145.41969999999998,153.6282,162.14729999999997
348001.0,8.800099999999986,16.675899999999956,25.129399999999976,33.07409999999999,41.02260000000001,48.752700000000004,56.6259,64.36850000000004,72.18849999999998,79.84450000000004,87.69299999999998,95.71049999999997,103.80609999999996,111.94369999999998,120.11329999999998,128.30039999999997,136.61440000000005,145.0233,153.1936,161.68780000000004
348100.0,8.786000000000001,16.649099999999976,25.09039999999999,33.02350000000001,40.95779999999996,48.67379999999997,56.533199999999965,64.26100000000002,72.06419999999997,79.70760000000001,87.5471,95.54180000000002,103.6223,111.74439999999998,119.89699999999999,128.06600000000003,136.35950000000003,144.74360000000001,152.90109999999999,161.37620000000004
349001.0,8.765600000000006,16.60990000000004,25.032600000000002,32.9477,40.86149999999998,48.55529999999999,56.394000000000005,64.101,71.88409999999999,79.50060000000002,87.31870000000004,95.28859999999997,103.34559999999999,111.44380000000001,119.57209999999998,127.7167,135.9851,144.3476,152.4687,160.91879999999998
349100.0,8.751499999999965,16.583200000000033,24.993900000000053,32.89730000000003,40.797000000000025,48.476699999999994,56.301800000000014,63.99419999999998,71.7604,79.36429999999996,87.168,95.12059999999997,103.16270000000003,111.24540000000002,119.35680000000002,127.48349999999999,135.7317,144.07030000000003,152.17769999999996,160.60879999999997
350001.0,8.731200000000001,16.544100000000014,24.936300000000017,32.82180000000005,40.70120000000003,48.3587,56.163099999999986,63.835000000000036,71.58080000000001,79.1583,86.9411,94.86869999999999,102.88729999999998,110.94630000000001,119.0335,127.13590000000005,135.35930000000002,143.6753,151.7475,160.15340000000003
350100.0,8.717199999999991,16.51759999999996,24.897700000000043,32.77170000000001,40.636900000000026,48.28059999999999,56.07130000000001,63.728800000000035,71.45769999999999,79.02269999999999,86.78900000000004,94.70159999999998,102.70520000000005,110.74889999999999,118.8279,126.904,135.10750000000002,143.40019999999998,151.4581,159.8453
351001.0,8.696900000000028,16.478700000000003,24.840300000000013,32.696500000000015,40.541499999999985,48.163099999999986,55.93330000000003,63.5702,71.27869999999996,78.81759999999997,86.5632,94.45089999999999,102.43110000000001,110.4513,118.5061,126.5582,134.73699999999997,143.00619999999998,151.03020000000004,159.392
351100.0,8.682999999999993,16.45229999999998,24.80189999999999,32.646600000000035,40.477599999999995,48.08529999999996,55.84190000000001,63.46460000000002,71.15620000000001,78.68260000000004,86.41130000000004,94.28460000000001,102.24990000000003,110.25479999999999,118.2987,126.32749999999999,134.48680000000002,142.73309999999998,150.74219999999997,159.0858
352001.0,8.662799999999947,16.4135,24.744799999999998,32.57170000000002,40.382600000000025,47.96840000000003,55.704499999999996,63.30680000000001,70.97790000000003,78.47860000000003,86.18639999999999,94.03520000000003,101.97710000000001,109.95859999999999,117.97859999999997,125.98339999999996,134.11809999999997,142.3406,150.31650000000002,158.63460000000003
352100.0,8.648900000000026,16.387200000000007,24.706500000000005,32.52199999999999,40.31900000000002,47.89099999999996,55.61349999999999,63.20169999999996,70.85610000000003,78.3442,86.03539999999998,93.86970000000002,101.79669999999999,109.76310000000001,117.769,125.75399999999996,133.86929999999995,142.06990000000002,150.0304,158.3302
353001.0,8.628799999999956,16.348599999999976,24.649599999999964,32.447400000000016,40.22449999999998,47.77449999999999,55.476699999999994,63.04449999999997,70.67840000000001,78.14099999999996,85.81130000000002,93.6216,101.52530000000002,109.46839999999997,117.45120000000003,125.41170000000005,133.50259999999997,141.6789,149.6071,157.88120000000004
353100.0,8.615000000000009,16.322400000000016,24.611400000000003,32.39789999999999,40.16119999999995,47.69749999999999,55.3861,62.94010000000003,70.5573,78.00729999999999,85.66129999999998,93.45690000000002,101.3458,109.2738,117.24099999999999,125.18369999999999,133.25560000000002,141.4103,149.39729999999997,157.57850000000002
354001.0,8.595000000000027,16.283999999999992,24.5548,32.32370000000003,40.06709999999998,47.581500000000005,55.249900000000025,62.78359999999998,70.38040000000001,77.80509999999998,85.43799999999999,93.21000000000004,101.07569999999998,108.9805,116.92470000000003,124.84300000000002,132.8906,141.02100000000002,148.99310000000003,157.1318
354100.0,8.581200000000024,16.257900000000006,24.51679999999999,32.274400000000014,40.004099999999994,47.50479999999999,55.15969999999999,62.67960000000005,70.25990000000002,77.6719,85.28899999999999,93.04610000000002,100.89699999999999,108.7869,116.7151,124.61650000000003,132.6454,140.7543,148.7702,156.8308
355001.0,8.561300000000017,16.219600000000014,24.460399999999993,32.200500000000034,39.91039999999998,47.38940000000002,55.024099999999976,62.523799999999994,70.08369999999996,77.47070000000002,85.0666,92.80039999999997,100.62819999999999,108.495,116.40029999999996,124.2774,132.28229999999996,140.36690000000004,148.36019999999996,156.3863
355100.0,8.547599999999989,16.193600000000004,24.42259999999999,32.15129999999999,39.847699999999975,47.31299999999999,54.93430000000001,62.42039999999997,69.964,77.3381,84.9185,92.63729999999998,100.45030000000003,108.3023,116.1918,124.0523,132.0387,140.1021,148.1028,156.087
356001.0,8.527699999999982,16.155500000000018,24.3664,32.07769999999999,39.754399999999976,47.19810000000001,54.79930000000002,62.265300000000025,69.78860000000003,77.13780000000003,84.69710000000003,92.3929,100.18280000000004,108.0118,115.87850000000003,123.7149,131.67739999999998,139.7165,147.70690000000002,155.6447
356100.0,8.513999999999953,16.129599999999982,24.328700000000026,32.02879999999999,39.69200000000001,47.122000000000014,54.709900000000005,62.16239999999999,69.66950000000003,77.0059,84.5498,92.2305,100.00580000000002,107.82010000000002,115.67109999999997,123.49100000000004,131.43540000000002,139.45349999999996,147.42680000000001,155.34699999999998
357001.0,8.494299999999953,16.091600000000028,24.272800000000018,31.95550000000003,39.599099999999964,47.00759999999997,54.57549999999998,62.00790000000001,69.49489999999997,76.80649999999997,84.32929999999999,91.98720000000003,99.73960000000005,107.531,115.35919999999999,123.15530000000001,131.0759,139.06989999999996,147.0306,154.90699999999998
357100.0,8.480700000000013,16.0659,24.235299999999995,31.906799999999976,39.53699999999998,46.93190000000004,54.486500000000035,61.90550000000002,69.3766,76.67520000000002,84.18269999999995,91.82570000000004,99.56330000000003,107.34019999999998,115.15299999999996,122.93259999999998,130.8352,138.80850000000004,146.7459,154.61079999999998
358001.0,8.461000000000013,16.028099999999995,24.179599999999994,31.833799999999997,39.444500000000005,46.81790000000001,54.35269999999997,61.7518,69.20280000000002,76.4767,83.96319999999997,91.58359999999999,99.29840000000002,107.05259999999998,114.8426,122.5985,130.4776,138.42680000000001,146.34969999999998,154.17309999999998
358100.0,8.44739999999996,16.002400000000023,24.142200000000003,31.785300000000007,39.3827,46.74250000000001,54.264099999999985,61.6499,69.08519999999999,76.346,83.81739999999996,91.4228,99.12299999999999,106.86270000000002,114.63749999999999,122.37700000000001,130.23839999999996,138.1671,146.06539999999995,153.87850000000003
359001.0,8.42779999999999,15.964800000000025,24.086700000000008,31.71260000000001,39.29059999999998,46.629099999999994,54.1309,61.49680000000001,68.91210000000001,76.14840000000004,83.59890000000001,91.18200000000002,98.8594,106.57639999999998,114.32850000000002,122.04469999999998,129.88260000000002,137.78729999999996,145.66899999999998,153.44309999999996
359100.0,8.414300000000026,15.939200000000028,24.049499999999966,31.664300000000026,39.22910000000002,46.55400000000003,54.042700000000025,61.395399999999995,68.7953,76.01830000000001,83.4538,91.02199999999999,98.6848,106.38740000000001,114.12440000000004,121.8243,129.6447,137.52929999999998,145.3868,153.1501
360001.0,8.394799999999975,15.901700000000005,23.994199999999978,31.59190000000001,39.137400000000014,46.441100000000006,53.90999999999997,61.242999999999995,68.62299999999999,75.82159999999999,83.23630000000003,90.78230000000002,98.42239999999998,106.1026,113.81700000000001,121.49360000000001,129.29070000000002,137.15140000000002,144.9905,152.7169
360100.0,8.38130000000001,15.876299999999958,23.9572,31.543800000000033,39.07620000000003,46.366300000000024,53.82220000000001,61.14209999999997,68.5145,75.69209999999998,83.09190000000001,90.62309999999997,98.24860000000001,105.91450000000003,113.6139,121.27440000000001,129.0541,136.8951,144.71089999999998,152.42539999999997
361001.0,8.361899999999991,15.838900000000024,23.902199999999993,31.4717,38.98489999999998,46.253900000000044,53.690200000000004,60.990399999999966,68.3417,75.49630000000002,82.87530000000004,90.38460000000003,97.98750000000001,105.63099999999997,113.30790000000002,120.9454,128.70190000000002,136.51909999999998,144.315,151.99450000000002
361100.0,8.348500000000001,15.813499999999976,23.865200000000016,31.42380000000003,38.9239,46.17939999999999,53.60269999999997,60.88990000000001,68.2303,75.45690000000002,82.73169999999999,90.22610000000003,97.81460000000004,105.44369999999998,113.10590000000002,120.72730000000001,128.4667,136.26439999999997,144.0378,151.7045
362001.0,8.32910000000004,15.776299999999992,23.81039999999996,31.351999999999975,38.83299999999997,46.067499999999995,53.471299999999985,60.7389,68.05900000000003,75.26800000000003,82.51619999999997,89.98879999999997,97.55470000000003,105.1617,112.8014,120.3999,128.1162,135.8904,143.64280000000002,151.2758
362100.0,8.315799999999967,15.751100000000008,23.77370000000002,31.304300000000012,38.77229999999997,45.99330000000003,53.38420000000002,60.63889999999998,67.9461,75.23560000000003,82.3734,89.83100000000002,97.3825,104.9753,112.60039999999998,120.18299999999999,127.88229999999999,135.6372,143.36780000000005,150.9873
363001.0,8.296500000000037,15.713999999999999,23.719100000000026,31.232799999999997,38.68179999999995,45.8818,53.25329999999997,60.488500000000045,67.77590000000004,75.04059999999998,82.15880000000004,89.5949,97.12400000000002,104.69459999999998,112.2973,119.85720000000003,127.53360000000004,135.26509999999996,142.974,150.5609
363100.0,8.283199999999965,15.68889999999999,23.682500000000005,31.185299999999984,38.621399999999994,45.80799999999999,53.16660000000002,60.38899999999995,67.66240000000005,74.9574,82.01670000000001,89.43790000000001,96.95260000000002,104.50909999999999,112.09730000000002,119.6413,127.30099999999999,135.01350000000002,142.70100000000002,150.27410000000003
364001.0,8.26400000000001,15.651999999999987,23.628100000000018,31.114100000000008,38.53129999999999,45.697,53.03629999999998,60.239300000000014,67.49309999999997,74.77620000000002,81.80309999999997,89.2029,96.69530000000003,104.22980000000001,111.79580000000004,119.31720000000001,126.95400000000001,134.64319999999998,142.30859999999996,149.84980000000002
364100.0,8.250699999999995,15.62700000000001,23.591700000000003,31.0668,38.47120000000001,45.62349999999998,52.94999999999999,60.140300000000025,67.37950000000001,74.65999999999997,81.6619,89.04659999999996,96.5247,104.04509999999999,111.5967,119.108,126.7226,134.39320000000004,142.03789999999998,149.63330000000002
365001.0,8.231600000000014,15.590199999999982,23.537599999999998,30.995900000000006,38.381399999999985,45.51299999999998,52.820299999999975,59.99129999999997,67.21109999999999,74.48059999999998,81.4493,88.8127,96.26859999999999,103.76710000000003,111.29660000000001,118.78560000000004,126.37740000000002,134.02479999999997,141.647,149.2287
365100.0,8.218400000000031,15.565300000000036,23.501199999999983,30.948800000000006,38.32159999999999,45.43980000000005,52.73430000000002,59.892600000000016,67.0978,74.3544,81.30880000000002,88.65719999999999,96.09890000000001,103.58339999999998,111.0985,118.57910000000004,126.14729999999997,133.7763,141.37849999999997,149.0088
366001.0,8.199299999999994,15.528700000000015,23.447299999999984,30.878199999999993,38.232200000000034,45.329800000000034,52.605200000000025,59.74430000000001,66.93019999999996,74.1748,81.09720000000004,88.42450000000002,95.844,103.30680000000001,110.7998,118.2579,125.80369999999999,133.40980000000002,140.98929999999996,148.5976
366100.0,8.186199999999985,15.503899999999987,23.41119999999995,30.831199999999967,38.17270000000002,45.29690000000005,52.519600000000025,59.64610000000005,66.81730000000005,74.04650000000004,80.95760000000001,88.28430000000003,95.67500000000001,103.12389999999999,110.60270000000003,118.04879999999997,125.57510000000002,133.1631,140.72269999999997,148.3422
367001.0,8.16719999999998,15.467399999999998,23.357500000000016,30.760899999999992,38.08370000000002,45.182500000000005,52.39099999999996,59.498400000000004,66.65039999999999,73.86609999999996,80.74689999999998,88.05170000000004,95.4214,102.84860000000003,110.3055,117.73000000000002,125.23319999999995,132.79840000000002,140.3354,147.9452
367100.0,8.154099999999971,15.442700000000002,23.321500000000015,30.714200000000005,38.024400000000014,45.13459999999998,52.30579999999998,59.40069999999997,66.53809999999999,73.73810000000003,80.608,87.91539999999998,95.25319999999999,102.66659999999996,110.10929999999996,117.51959999999997,125.00600000000003,132.5534,140.0707,147.6655
368001.0,8.135199999999998,15.406399999999962,23.267999999999972,30.644200000000012,37.93579999999997,45.02359999999999,52.17780000000005,59.25369999999998,66.37200000000001,73.55720000000002,80.3983,87.68400000000003,95.0009,102.39269999999999,109.81349999999998,117.20249999999999,124.66590000000002,132.1905,139.6852,147.26869999999997
368100.0,8.12220000000002,15.381700000000023,23.232100000000003,30.5976,37.87670000000003,44.96560000000005,52.09290000000004,59.15640000000002,66.2602,73.43,80.26009999999997,87.5378,94.83359999999999,102.2115,109.61829999999998,116.99240000000003,124.44,131.94709999999998,139.42219999999998,146.9837
369001.0,8.103399999999965,15.345600000000047,23.1789,30.52789999999999,37.7885,44.85609999999997,51.96550000000002,59.00999999999999,66.0949,73.24880000000002,80.05130000000003,87.30949999999996,94.58249999999998,101.93889999999999,109.32399999999996,116.67680000000001,124.10149999999999,131.58620000000002,139.0387,146.58680000000004
369100.0,8.090399999999988,15.321100000000001,23.14319999999998,30.481499999999983,37.72970000000004,44.79390000000001,51.88100000000003,58.91320000000002,65.98380000000003,73.1223,79.91380000000004,87.15860000000004,94.41590000000002,101.7586,109.12970000000001,116.46769999999998,123.87689999999998,131.34430000000003,138.7774,146.3019
370001.0,8.071700000000021,15.2851,23.09020000000004,30.41210000000001,37.64190000000002,44.685400000000016,51.754099999999994,58.76740000000001,65.81909999999999,72.94100000000003,79.70600000000002,86.93179999999995,94.16609999999997,101.4873,108.83679999999998,116.15359999999998,123.5401,130.9851,138.3958,145.9049
370100.0,8.058700000000044,15.260599999999954,23.05460000000005,30.366000000000042,37.58330000000001,44.6216,51.670000000000016,58.671100000000024,65.70869999999996,72.8152,79.56909999999999,86.77969999999999,94.00040000000001,101.30779999999999,108.64340000000004,115.94560000000001,123.31670000000003,130.74470000000002,138.13620000000003,145.6221
371001.0,8.040100000000052,15.224800000000016,23.001800000000003,30.29680000000002,37.495799999999974,44.516099999999994,51.5437,58.52600000000001,65.54480000000001,72.63400000000001,79.3623,86.5539,93.75179999999995,101.0378,108.35200000000003,115.6329,122.98160000000001,130.38730000000004,137.75650000000002,145.22520000000003
371100.0,8.027199999999993,15.200400000000002,22.96629999999999,30.25079999999997,37.437599999999975,44.4513,51.459900000000005,58.42999999999995,65.43489999999997,72.50879999999995,79.22610000000003,86.40199999999999,93.58690000000001,100.85919999999999,108.15950000000004,115.42609999999996,122.75940000000003,130.1483,137.4986,144.94490000000002
372001.0,8.008600000000001,15.164700000000039,22.913700000000006,30.182000000000016,37.35050000000001,44.34590000000003,51.334100000000035,58.28559999999999,65.27170000000001,72.3279,79.02019999999999,86.1771,93.33959999999996,100.59050000000002,107.86950000000002,115.11489999999998,122.42590000000001,129.79269999999997,137.12079999999997,144.5485
372100.0,7.995699999999999,15.140500000000031,22.8784,30.136199999999974,37.29250000000002,44.30939999999998,51.25080000000003,58.19010000000003,65.16240000000005,72.20330000000001,78.88460000000003,86.02620000000002,93.17539999999997,100.41269999999997,107.678,114.9092,122.20490000000001,129.555,136.86449999999996,144.2706
373001.0,7.977199999999982,15.104899999999986,22.826099999999997,30.067700000000002,37.205700000000036,44.2004,51.12549999999999,58.046299999999974,65.0,72.02280000000002,78.67970000000003,85.8021,92.92939999999999,100.14530000000002,107.38940000000002,114.59949999999998,121.87310000000002,129.2013,136.48860000000002,143.875
373100.0,7.964400000000012,15.080799999999954,22.790899999999965,30.022000000000048,37.148000000000025,44.15390000000002,51.04250000000002,57.95119999999997,64.8913,71.8988,78.54480000000001,85.65209999999996,92.76600000000002,99.9683,107.1988,114.3949,121.65319999999997,128.9649,136.23399999999998,143.59929999999997
374001.0,7.9459999999999695,15.045399999999972,22.73879999999997,29.9538,37.0616,44.04739999999998,50.9178,57.80809999999997,64.7296,71.71879999999999,78.3408,85.4289,92.52120000000002,99.7022,106.91159999999996,114.08659999999998,121.32310000000001,128.61290000000002,135.86,143.20479999999998
374100.0,7.933299999999974,15.021299999999997,22.7038,29.908399999999972,37.004099999999994,43.98719999999997,50.83510000000001,57.71350000000001,64.6216,71.59539999999998,78.2065,85.2799,92.35859999999997,99.52610000000004,106.72199999999998,113.88310000000001,121.1044,128.3779,135.60700000000003,142.9312
375001.0,7.914899999999989,14.986100000000022,22.65179999999998,29.84039999999999,36.91809999999998,43.88300000000004,50.710999999999956,57.571000000000026,64.4606,71.416,78.00349999999997,85.05759999999998,92.11500000000001,99.26120000000003,106.43619999999999,113.57629999999995,120.77590000000004,128.0278,135.23489999999998,142.5381
375100.0,7.9021999999999935,14.96210000000002,22.616999999999962,29.79509999999999,36.86079999999998,43.81620000000004,50.62869999999998,57.476800000000026,64.35320000000002,71.29320000000001,77.8698,84.9094,91.9531,99.08590000000004,106.24740000000003,113.37369999999999,120.55830000000003,127.79410000000001,134.98329999999999,142.2668
376001.0,7.883899999999983,14.927000000000021,22.565200000000004,29.727400000000046,36.775199999999984,43.71279999999996,50.50510000000003,57.334900000000005,64.19290000000001,71.11449999999996,77.66770000000002,84.68799999999999,91.71070000000003,98.82240000000002,105.96300000000002,113.0684,120.23140000000001,127.44559999999996,134.6132,141.8752
376100.0,7.871299999999962,14.903099999999995,22.53049999999996,29.68240000000003,36.71819999999997,43.6438,50.42309999999998,57.24110000000002,64.08619999999996,70.9923,77.53460000000001,84.54069999999996,91.54970000000003,98.64779999999996,105.77510000000001,112.86689999999999,120.01490000000001,127.2131,134.3632,141.606
377001.0,7.8530999999999835,14.868200000000002,22.478999999999985,29.61500000000001,36.63290000000001,43.54079999999999,50.300099999999986,57.09989999999999,63.92660000000001,70.8143,77.33350000000002,84.32030000000003,91.30849999999998,98.38560000000001,105.4921,112.56310000000002,119.68969999999996,126.8664,133.99489999999997,141.21610000000004
377100.0,7.84050000000002,14.84439999999995,22.444399999999973,29.570099999999968,36.57620000000003,43.47140000000002,50.21849999999995,57.00650000000002,63.82050000000004,70.69279999999998,77.2011,84.17379999999997,91.14819999999997,98.21189999999996,105.30509999999998,112.36250000000001,119.47429999999997,126.6352,133.74640000000005,140.949
378001.0,7.822400000000016,14.809599999999989,22.393100000000004,29.502999999999986,36.491300000000024,43.36859999999996,50.096000000000004,56.865899999999954,63.661599999999964,70.51549999999997,77.00080000000003,83.95429999999999,90.90820000000002,97.95080000000002,105.02339999999998,112.06009999999998,119.15069999999997,126.29019999999997,133.38010000000003,140.5609
378100.0,7.809799999999996,14.78589999999997,22.3587,29.45829999999995,36.43470000000002,43.299199999999985,50.01469999999995,56.77289999999999,63.55600000000004,70.3947,76.86900000000003,83.80849999999998,90.74869999999999,97.77790000000005,104.83730000000003,111.86059999999998,118.94389999999999,126.06030000000004,133.13340000000005,140.29559999999998
379001.0,7.7917999999999665,14.75120000000004,22.307600000000036,29.391399999999976,36.35019999999997,43.196799999999996,49.892799999999966,56.63290000000001,63.39780000000002,70.21819999999997,76.66970000000003,83.59000000000003,90.50979999999998,97.51819999999998,104.55700000000002,111.55970000000002,118.62189999999998,125.71699999999998,132.7688,139.90939999999995
379100.0,7.779299999999978,14.727700000000027,22.273300000000006,29.346900000000005,36.29389999999995,43.127700000000004,49.81189999999998,56.5403,63.2928,70.09809999999999,76.5385,83.44490000000002,90.35109999999997,97.34610000000004,104.37170000000003,111.36110000000002,118.41490000000005,125.48860000000002,132.52390000000003,139.64589999999998
380001.0,7.761300000000006,14.693100000000015,22.222399999999993,29.28030000000001,36.2097,43.0256,49.690399999999954,56.40100000000001,63.13529999999997,69.92239999999998,76.3401,83.22739999999999,90.11340000000001,97.08769999999998,104.09280000000001,111.06169999999997,118.09440000000001,125.14700000000005,132.1612,139.26170000000002
380100.0,7.748899999999992,14.669699999999978,22.188199999999995,29.23599999999999,36.15369999999996,42.95689999999996,49.60989999999998,56.30880000000002,63.0308,69.803,76.20949999999999,83.08300000000003,89.9554,96.91640000000001,103.9085,110.86409999999995,117.88509999999997,124.92000000000002,131.91790000000003,138.99990000000003
381001.0,7.73090000000002,14.635199999999998,22.13760000000002,29.169700000000034,36.06990000000002,42.85510000000005,49.488999999999976,56.170000000000016,62.874000000000024,69.62799999999999,76.012,82.86650000000003,89.71889999999996,96.65909999999997,103.63090000000005,110.5661,117.5668,124.58010000000002,131.55700000000002,138.61759999999998
381100.0,7.718599999999981,14.611899999999991,22.103499999999997,29.125599999999963,36.01410000000004,42.786699999999996,49.408799999999985,56.07830000000001,62.76999999999998,69.50939999999997,75.882,82.72289999999998,89.56169999999997,96.48860000000002,103.44740000000002,110.36939999999998,117.35679999999996,124.3544,131.3152,138.35750000000002
382001.0,7.7006999999999834,14.577600000000018,22.053099999999972,29.059500000000014,35.93060000000003,42.685400000000016,49.28839999999997,55.94009999999997,62.613999999999976,69.33519999999999,75.68539999999996,82.50740000000002,89.3263,96.23270000000002,103.1712,110.07289999999995,117.0401,124.01620000000003,130.95599999999996,137.9771
382100.0,7.6884000000000015,14.554300000000012,22.019200000000012,29.015600000000006,35.875,42.6173,49.208500000000015,55.84870000000001,62.510400000000004,69.21729999999997,75.63170000000002,82.3646,89.16980000000001,96.06290000000001,102.98850000000004,109.87719999999996,116.83059999999995,123.79179999999997,130.7156,137.7187
383001.0,7.670600000000036,14.520199999999988,21.96890000000002,28.949799999999982,35.7919,42.51650000000001,49.088599999999985,55.711100000000044,62.35509999999999,69.04390000000001,75.44329999999997,82.15009999999995,88.93560000000002,95.8082,102.71359999999999,109.58210000000003,116.51550000000003,123.45519999999999,130.35840000000002,137.34019999999998
383100.0,7.658299999999997,14.497000000000014,21.93520000000001,28.906000000000006,35.73660000000001,42.4486,49.00909999999999,55.62009999999998,62.25210000000004,68.92660000000001,75.41629999999998,82.00799999999998,88.77980000000002,95.63929999999999,102.53190000000001,109.38729999999998,116.30679999999995,123.23200000000003,130.11939999999998,137.08339999999998
384001.0,7.640600000000006,14.463000000000022,21.885099999999966,28.840599999999995,35.65379999999999,42.34830000000005,48.88980000000004,55.48320000000001,62.09739999999999,68.75400000000002,75.21949999999998,81.7944,88.54679999999996,95.38580000000002,102.25830000000002,109.09360000000004,115.9932,122.89709999999997,129.76389999999998,136.7068
384100.0,7.628399999999999,14.439900000000023,21.851500000000044,28.79699999999997,35.59870000000001,42.280700000000024,48.81060000000002,55.392600000000016,61.99490000000003,68.64050000000003,75.14070000000004,81.65319999999997,88.39600000000002,95.21769999999998,102.07740000000001,108.89980000000003,115.78569999999996,122.67509999999999,129.5263,136.45170000000002
385001.0,7.6107000000000085,14.406100000000038,21.801699999999983,28.73169999999999,35.5163,42.18079999999998,48.6918,55.25619999999998,61.840899999999976,68.4683,74.95790000000005,81.44059999999996,88.16410000000002,94.96550000000002,101.80520000000001,108.60749999999996,115.4735,122.34190000000001,129.17270000000002,136.07709999999997
